utterance_id,movie_title,language,sex,age,race,covered_face,multiple_faces,aggregated_emotions,transcript,movie_type,duration,split
wxxccrv7zr_202,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,surprise,Supports us,debate,00:00:01.56,train
wxxccrv7zr_203,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,disgust,And a large part of that time labour were the government of the united kingdom in the process,debate,00:00:06.60,train
wxxccrv7zr_204,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Help scotland become a more productive,debate,00:00:02.44,train
wxxccrv7zr_206,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger|disgust,That is the key to tackling the scourge of in work poverty has been delivered by westminster,debate,00:00:06.00,test
wxxccrv7zr_207,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Of breaking the cycle of deprivation forever in scotland,debate,00:00:04.08,valid
wxxccrv7zr_208,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Potential that's why we invest in childcare for all,debate,00:00:03.92,train
wxxccrv7zr_209,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,We will open higher education to all making the poor,debate,00:00:03.08,test
wxxccrv7zr_210,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Making the poorest child equally able to go to our great universities.,debate,00:00:04.64,train
wxxccrv7zr_212,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,sadness,For the first time since 1770,debate,00:00:05.00,train
wxxccrv7zr_213,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Taxation this policy brought the progressive back into taxation that we have in front of us,debate,00:00:07.00,train
wxxccrv7zr_216,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Thanks very much john and delegates those plenty seats,debate,00:00:05.60,train
wxxccrv7zr_217,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,For those that are standing,debate,00:00:01.32,train
wxxccrv7zr_218,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,We'll go straight to resolution,debate,00:00:03.00,train
wxxccrv7zr_219,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Resolution 19 to be moved by councillor jennifer dunn and second by elsie cheek,debate,00:00:09.00,test
wxxccrv7zr_22,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,From any assitance because the family member concerned who lived abroad was not one of his constituents,debate,00:00:06.80,train
wxxccrv7zr_221,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,"I wrote this motion a few weeks ago, given what's happened in",debate,00:00:04.00,valid
wxxccrv7zr_222,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,sadness,Complain to the conductor that no action was taken.,debate,00:00:02.68,train
wxxccrv7zr_224,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,anger,This sort of experience is draining and it puts women off from getting involved in all sorts of organizations and goals,debate,00:00:07.00,train
wxxccrv7zr_225,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,"Women in politics, women in entertainment or who are prominent for any other reason",debate,00:00:05.00,train
wxxccrv7zr_226,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,sadness,Have to put up with more bowl,debate,00:00:03.00,train
wxxccrv7zr_227,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,sadness,Or in 2013 68% of female students across the uk had experienced some form of gender based harassment,debate,00:00:09.00,valid
wxxccrv7zr_228,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,sadness,Eradicate bad old attitudes as much i wish we could,debate,00:00:04.00,train
wxxccrv7zr_229,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,sadness,Whether by mentioning it encouraging it to be reported by both men and women because this is an issue across society are figuring it out how to stop it directly,debate,00:00:10.00,valid
wxxccrv7zr_23,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,sadness,I tried to intervene i received a dismissive reply from the home office because they wouldn't respond to me as a lowly counselor,debate,00:00:09.00,train
wxxccrv7zr_230,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,sadness,Mysogyny isn't just to perserve drunk men on trains ,debate,00:00:03.56,valid
wxxccrv7zr_231,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,disgust,"We've seen examples where the sun newspaper run those images of our first minister's face preposed onto the body of a bikini model, we've seen.",debate,00:00:10.00,train
wxxccrv7zr_232,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,happiness,I was a 25000th member of the party when i joined two years ago when i was 17 and it is,debate,00:00:09.00,train
wxxccrv7zr_233,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,happiness,"Absolutely amazing that we are now sitting at over 100,000 members",debate,00:00:06.00,train
wxxccrv7zr_235,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,happiness,And we're beginning to feel like our voices are starting to be heard,debate,00:00:03.64,test
wxxccrv7zr_239,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,surprise,It encouraged diversity,debate,00:00:02.00,test
wxxccrv7zr_24,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Colleagues with that kind of indifferent attitude at the home office and a parliament full of uninterested mps it's easy to understand why our immigration system is in such a mess,debate,00:00:12.96,train
wxxccrv7zr_240,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,fear|sadness,The young women will not come forwards if they're feeling,debate,00:00:04.00,train
wxxccrv7zr_241,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,happiness,Because being publicly savaged by someone who insults you is quite frankly very disturbing,debate,00:00:08.00,test
wxxccrv7zr_244,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,happiness,Do we deserve it thank you,debate,00:00:03.00,train
wxxccrv7zr_245,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,sadness,On the majority i have no problem with that but i am sure having made ,debate,00:00:08.00,valid
wxxccrv7zr_246,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,sadness,To express my concern,debate,00:00:01.96,train
wxxccrv7zr_247,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,sadness,Once a minorities in our community who were tied,debate,00:00:04.00,train
wxxccrv7zr_248,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,sadness|surprise,They threatened the life of the [...] of bbc,debate,00:00:04.20,train
wxxccrv7zr_249,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,Come to the stage today just to give a different view,debate,00:00:07.48,train
wxxccrv7zr_25,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,"That is free from the moral stains of dawn raids, of the tension and a forced destitution",debate,00:00:06.40,train
wxxccrv7zr_250,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,sadness,And it's because at my last branch meeting i raised an issue about the woman's officer under whom we were focusing we are getting the,debate,00:00:10.76,test
wxxccrv7zr_251,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,sadness,"We were getting the balance wrong, that the focus was too much towards women",debate,00:00:05.00,train
wxxccrv7zr_254,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,sadness,Many men are beginning to feel alienated by the snp on gender issues because other woman's officer said herself they've gone too far and one particular direction,debate,00:00:14.00,train
wxxccrv7zr_255,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,And we need and we follow our hearts.,debate,00:00:03.24,valid
wxxccrv7zr_256,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Who's in favour of the resolution please show cards down those against resolution is carried overwhelmingly thank you,debate,00:00:10.12,valid
wxxccrv7zr_257,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,We know [...] to resolution 20 on [...] betting terminals[??] to be moved by councillor norman macleod and seconded by stuart mcmillan msp,debate,00:00:10.00,test
wxxccrv7zr_258,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger,Fixed-odds betting terminals,debate,00:00:04.00,test
wxxccrv7zr_26,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,Rules aren't something that most people focus on i don't blame them,debate,00:00:04.00,train
wxxccrv7zr_260,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger,Approximately160 million homes ,debate,00:00:04.00,test
wxxccrv7zr_262,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger,Hundred pounds every 20 seconds on these machines.,debate,00:00:04.00,train
wxxccrv7zr_263,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger,In this glasgow central constituency it's estimated that 10 million pounds was lost last year.,debate,00:00:07.40,train
wxxccrv7zr_264,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger,It's making it's making it it's taking from it,debate,00:00:05.00,valid
wxxccrv7zr_266,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger,They get round it by opening more and more licensed betting offices,debate,00:00:04.56,train
wxxccrv7zr_267,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger,I want to pay tribute to the campaign for fair gambling.,debate,00:00:07.64,train
wxxccrv7zr_268,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,neutral,The scottish parliament will have the power to prevent the proliferation of fixed or betting terminals,debate,00:00:06.12,train
wxxccrv7zr_269,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger,Local licensing boards can again take in,debate,00:00:03.00,train
wxxccrv7zr_27,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,After 5 years of residency i would be allowed to apply for more permanent residency,debate,00:00:04.92,train
wxxccrv7zr_270,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger,Competence,debate,00:00:01.04,train
wxxccrv7zr_271,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,surprise,The vote i'll leave you,debate,00:00:03.00,train
wxxccrv7zr_272,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger,One final thought,debate,00:00:02.00,train
wxxccrv7zr_273,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger,You would think that our cousins in the island of highlands because they great hearty people,debate,00:00:07.00,train
wxxccrv7zr_274,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,anger|disgust,The number of these machines utilized in a betting shop is 0 they were banned and that's what we should be doing as well they're simply evil and they need to go,debate,00:00:13.16,train
wxxccrv7zr_276,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,77 million pounds,debate,00:00:02.52,train
wxxccrv7zr_277,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,disgust|surprise,When you think of those think about that sum of money,debate,00:00:04.00,train
wxxccrv7zr_278,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,They're not called that for nothing i have,debate,00:00:03.00,train
wxxccrv7zr_279,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,surprise,A number of people who have been involved,debate,00:00:01.84,train
wxxccrv7zr_28,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,I have several visa alternative... expensive alternatives i have the doctoral extension visa which would they allow me to type 2 visa effectively any sort of long-term residency would only start 5 years from then,debate,00:00:14.20,train
wxxccrv7zr_282,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,surprise,Make the issue of working and using these machines,debate,00:00:02.68,valid
wxxccrv7zr_290,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger|disgust,Mid-american snow has three bookmakers with 12 fix dolls betting terminals,debate,00:00:05.84,valid
wxxccrv7zr_292,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Whose purpose is to support people recovering from addiction,debate,00:00:05.00,train
wxxccrv7zr_293,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Across the majority trying to help those same people is down right irresponsible and a failing of the licensing system,debate,00:00:08.00,train
wxxccrv7zr_298,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,elderly,white,no,no,neutral,Losing a little and cashing out with the vast majority of his stake,debate,00:00:04.08,train
wxxccrv7zr_30,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,But without actually having a spouse it's not really a a person to sponsor me,debate,00:00:06.00,train
wxxccrv7zr_31,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,neutral,Spell gilligan's i don't know if you seen the latest labour party manson dice and you may have seen on facebook you may have seen on twitter i can't you know,debate,00:00:10.00,train
wxxccrv7zr_32,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,disgust,"Is a mug, a red mug which says controls on emigration.",debate,00:00:05.88,train
wxxccrv7zr_33,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,anger|disgust,What have the labor party become,debate,00:00:03.00,train
wxxccrv7zr_34,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,anger|disgust,But they're selling merchandise that says controls an immigration,debate,00:00:05.20,test
wxxccrv7zr_35,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,anger,On the scottish labour party here today to absolutely apologize for the appalling racist stuff that were putting forward on their merchandise,debate,00:00:11.32,train
wxxccrv7zr_36,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,anger,Ladour party supposes to welcome people,debate,00:00:02.32,test
wxxccrv7zr_38,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,anger,People of 64 and 67 years of age still waiting for that,debate,00:00:05.24,train
wxxccrv7zr_4,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,anger,"Because some of you need us, we did not get the reputation we've got for being the friendliest part of the united kingdom by turning our backs on people when they need us.",debate,00:00:11.36,train
wxxccrv7zr_40,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,anger|sadness,And that is immigration controls for westminster we don't want any truck with that we want justice for the people that come to this country,debate,00:00:08.32,train
wxxccrv7zr_41,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,neutral,This man is a famous musician.,debate,00:00:02.32,train
wxxccrv7zr_42,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,anger,He has never taken a penny from the state,debate,00:00:02.88,train
wxxccrv7zr_43,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,anger,You need to go back to america you no longer wanted or belong here,debate,00:00:04.92,test
wxxccrv7zr_44,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,elderly,white,no,no,anger,That extradition we took you to court and we won that appeal,debate,00:00:04.40,train
wxxccrv7zr_45,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,We are considering it's not a long motion,debate,00:00:02.16,train
wxxccrv7zr_46,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Very important in these historic times for the snp in this historic times for scotland,debate,00:00:07.00,train
wxxccrv7zr_47,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Diverse group of candidates elected to stand for the scottish national party at the 2015 general election we have,debate,00:00:06.36,train
wxxccrv7zr_49,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,That we believe that only the election of snpnp's and mabel ensure that the westminster parties deliver their promise of a powerhouse parliament that can create more jobs and protect our public services.,debate,00:00:11.80,train
wxxccrv7zr_50,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger|surprise,Do we think for one minute that the labour party the torriesa nd the lib-dems are gonna deliver  devo max home rule or as close to federalism as you can possibly imagine do we really think that they are going to deliver that,debate,00:00:14.00,train
wxxccrv7zr_51,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Conference further believes that a strong group of snp mps holding the balance of power of westminster will force labor to think again on the austerity and the renewal of tried nuclear weapons,debate,00:00:10.28,train
wxxccrv7zr_52,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,At westminster sat and watched labor mps,debate,00:00:03.76,valid
wxxccrv7zr_53,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Labor mps,debate,00:00:03.00,train
wxxccrv7zr_54,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Same lobbies as the torries on the austerity budget for the forthcoming years.,debate,00:00:07.00,train
wxxccrv7zr_55,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Years shame on you labor shame on you,debate,00:00:05.00,valid
wxxccrv7zr_56,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Non-tory majority in that parliament,debate,00:00:04.00,valid
wxxccrv7zr_57,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Do you know why there is a tory government at westminster,debate,00:00:03.48,train
wxxccrv7zr_58,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Because the labor party let them shame on you labor shame on you labor everything that has happened in the recent years is because douglas alexander in his scottish labour party colleagues were not prepared to vote and work with the snp,debate,00:00:15.32,train
wxxccrv7zr_59,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Years is because douglas alexander in his scottish labour party colleagues were not prepared to vote and work with the snp that must change that will change,debate,00:00:10.00,train
wxxccrv7zr_60,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,That must change that will change,debate,00:00:04.00,train
wxxccrv7zr_63,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,"And it is because i believe now in the things that i believed then, that i am a member of the snp.",debate,00:00:06.76,train
wxxccrv7zr_64,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Because the labour party the labour party has given up on that ambition it is,debate,00:00:08.20,valid
wxxccrv7zr_65,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,No longer fit to represent them.,debate,00:00:02.52,train
wxxccrv7zr_66,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,When it comes to the 7th of may we should get rid of the labour party in scotland and we should put backbone into the labor party in england,debate,00:00:08.64,train
wxxccrv7zr_67,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,What people are not turning to this party to be the champions of change to be the agents of progress,debate,00:00:07.00,train
wxxccrv7zr_69,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Should seek to influence the government of the united kingdom.,debate,00:00:03.60,train
wxxccrv7zr_7,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,So let me turn to the specifics of the resolution.,debate,00:00:05.00,train
wxxccrv7zr_70,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,I would remind the daily mail that it wasn't us who wanted to be in the united kingdom,debate,00:00:04.52,train
wxxccrv7zr_71,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,Elections to the united kingdom parliament if there's anything sinister going on in this election and its elements of the right-wing press were trying to undermine our democracy and undermine the choices with the people of scotland will make,debate,00:00:14.00,test
wxxccrv7zr_72,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,The what we're trying to do is to achieve independence through the backdoor,debate,00:00:05.00,valid
wxxccrv7zr_73,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,neutral,Let me tell the daily mail and its traders,debate,00:00:03.00,train
wxxccrv7zr_77,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,male,adult,white,no,no,anger,That would be refreshing,debate,00:00:03.00,valid
wxxccrv7zr_78,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,anger,We can keep scotland on the agenda we will not put profits before people advantaged before disadvantaged,debate,00:00:08.48,train
wxxccrv7zr_79,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,disgust,And let us take a look at labor,debate,00:00:02.88,train
wxxccrv7zr_80,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,A once proud socialist party.,debate,00:00:03.20,train
wxxccrv7zr_84,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,anger,Well i think that a ghost would be visiting labor on the 7th of may after being such comfortable bed partners with the torries,debate,00:00:09.32,train
wxxccrv7zr_85,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,anger,Scaring the electorate no longer works.,debate,00:00:03.24,train
wxxccrv7zr_87,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,anger,"Enough is enough, we reject austerity",debate,00:00:03.76,valid
wxxccrv7zr_88,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,anger,Every single person matters,debate,00:00:03.56,train
wxxccrv7zr_9,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,anger,Because if you fall in love with and marry someone from out west europe you will have to jump through hoops to bring your wife or husband to this country,debate,00:00:10.00,train
wxxccrv7zr_90,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,anger,Those northern for complacency,debate,00:00:02.16,train
wxxccrv7zr_93,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,happiness,It's my hometown and my home area and it's an area where we have a track record of incredible people in politics,debate,00:00:11.00,test
wxxccrv7zr_94,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,Nelson mandela once said,debate,00:00:01.76,valid
wxxccrv7zr_95,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,neutral,We got full expectation and experience with us on this journey as we move towards westminster,debate,00:00:07.00,train
wxxccrv7zr_97,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,anger,Westminster shows us that we can take a trip down there and really shake things up at westminster,debate,00:00:06.00,train
wxxccrv7zr_98,SNP 2015 Campaign Conference - Session 4 (Day 2),EN,female,adult,white,no,no,anger|disgust,"Economic orthodoxy, where the rich get richer and the poor get poorer, that is not good enough in scotland, it is not good enough across the rest of the uk.",debate,00:00:12.00,train
x09r5dlplu_0,Paul Jay on 911,EN,male,elderly,white,no,no,neutral,Of sort of context here,interview,00:00:02.12,train
x09r5dlplu_1,Paul Jay on 911,EN,male,elderly,white,no,no,neutral,The entire story that i see in this recent fbi release is all there in 2002 and and it's based on fbi documents,interview,00:00:10.38,train
x09r5dlplu_10,Paul Jay on 911,EN,male,elderly,white,no,no,neutral,Well first of all he feels culpability himself,interview,00:00:05.29,train
x09r5dlplu_12,Paul Jay on 911,EN,male,elderly,white,no,no,neutral,He could have even just you know resigned and not said anything but instead he's become you know one of the harshest critics of us foreign policy,interview,00:00:10.30,train
x09r5dlplu_15,Paul Jay on 911,EN,male,elderly,white,no,no,neutral,But it created not just even in the united states it created a rationale for this great strengthening of the national security states in most states if not all,interview,00:00:11.09,train
x09r5dlplu_2,Paul Jay on 911,EN,male,elderly,white,no,no,neutral,One of them is wife was receiving i think it was two or three thousand dollars a month from bendor's wife there was a direct payment in the redacted 28 pages a direct payment between bendor's bank account and one of the one of the two people were mentioned in this recent report i think it was bessan got some money directly in a bessan's wife and that was,interview,00:00:25.02,train
x09r5dlplu_3,Paul Jay on 911,EN,male,elderly,white,no,no,surprise,Why the mainstream media isn't using this as an opportunity to really not just go after the saudis which is on honestly so obvious that the saudis were involved,interview,00:00:12.01,train
x09r5dlplu_4,Paul Jay on 911,EN,male,elderly,white,no,no,anger,To stop any saudi citizen from entering the united states,interview,00:00:04.62,train
x09r5dlplu_6,Paul Jay on 911,EN,male,elderly,white,no,no,neutral,And of course cheney was part of it was a signatory to that document,interview,00:00:04.21,train
x09r5dlplu_8,Paul Jay on 911,EN,male,elderly,white,no,no,surprise,I mean is that possible,interview,00:00:01.83,train
x09r5dlplu_9,Paul Jay on 911,EN,male,elderly,white,no,no,neutral,Remodeled this before 9/11 and did a powerpoint,interview,00:00:05.00,train
x1ilsehe2e_0,"Science Speaks - Talking to Women in Science (Tara, Epidemiologist)",EN,female,adult,white,no,no,happiness,Concentra west virginia population 149,interview,00:00:04.00,train
x1ilsehe2e_1,"Science Speaks - Talking to Women in Science (Tara, Epidemiologist)",EN,female,adult,white,no,no,neutral,We study occupational groups so for the last eight years i've been involved with the study of police officers,interview,00:00:06.27,train
x234twnmti_0,Mob of White People Try To Lynch Black Guy In Broad Daylight,EN,male,adult,black,no,no,disgust,A black man was pinned to a tree by a group of uncivilized white men who threaten to lynch him,vlog,00:00:09.00,valid
x234twnmti_1,Mob of White People Try To Lynch Black Guy In Broad Daylight,EN,male,adult,black,no,no,neutral,They only attempted to let fox,vlog,00:00:04.00,train
x234twnmti_10,Mob of White People Try To Lynch Black Guy In Broad Daylight,EN,male,adult,black,no,no,sadness,They ruled indiana i mean they left a bloody trail through indiana,vlog,00:00:07.00,train
x234twnmti_12,Mob of White People Try To Lynch Black Guy In Broad Daylight,EN,male,adult,black,no,no,disgust,It is a redneck and kkk as they come it's a haven for racist,vlog,00:00:11.00,valid
x234twnmti_13,Mob of White People Try To Lynch Black Guy In Broad Daylight,EN,male,adult,black,no,no,neutral,"And they were just telling straight 'hey, mind your own business, get away from here'",vlog,00:00:03.46,train
x234twnmti_2,Mob of White People Try To Lynch Black Guy In Broad Daylight,EN,male,adult,black,no,no,surprise,His white friend stood by and demanded that they let him go let him go but they didn't really demand it they pleaded,vlog,00:00:08.80,valid
x234twnmti_3,Mob of White People Try To Lynch Black Guy In Broad Daylight,EN,male,adult,black,no,no,sadness,Let him go let him go are you doing this cuz he's black let him go guys come on guys let him go,vlog,00:00:08.00,train
x234twnmti_4,Mob of White People Try To Lynch Black Guy In Broad Daylight,EN,male,adult,black,no,no,surprise,And some fool grab me and try to lynch me,vlog,00:00:03.96,train
x234twnmti_8,Mob of White People Try To Lynch Black Guy In Broad Daylight,EN,male,adult,black,no,no,anger|disgust,This is why we say defund the police because they don't do nothing,vlog,00:00:08.00,train
x234twnmti_9,Mob of White People Try To Lynch Black Guy In Broad Daylight,EN,male,adult,black,no,no,anger,I would say i would go even further than that they need to be fired,vlog,00:00:03.36,test
x6spfg39xn_13,The honorable Dorothy Brown speaking at the GTF Launch,EN,female,adult,black,no,no,neutral,Allows participants to work on building effective partnerships that focus on how to best harness technology to improve efficiencies in government,speech,00:00:11.25,train
